X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
397228,137798,20105327,2020/07/23 13:34:10+00,2020/07/14 21:00:14+00,2020/07/15 12:00:38+00,1300 - 1399 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 17,,397228,137798,38.9080373712,-77.0319597522,940715684,
398758,145213,20105525,2020/07/23 22:04:26+00,2020/07/23 21:25:30+00,2020/07/23 21:35:38+00,100  - 199 BLOCK OF CARROLL STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,,398758,145213,38.974837325,-77.0143330525,940715685,
401821,133587,20106157,2020/07/25 05:00:00+00,2020/07/23 19:00:16+00,2020/07/25 00:00:22+00,1600 - 1637 BLOCK OF 18TH STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 140,,401821,133587,38.8701055867,-76.9790159545,940715686,
391891,141113,20106351,2020/07/25 18:04:22+00,2020/07/25 05:00:53+00,2020/07/25 17:00:37+00,4700 - 4799 BLOCK OF QUEBEC STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3D,2,205,Cluster 13,000903 2,000903,Precinct 9,,391891,141113,38.9378669034,-77.0935317822,940715687,
402229,132014,20106537,2020/07/26 03:01:18+00,2020/07/26 01:56:41+00,,2300 - 2399 BLOCK OF RAYNOLDS PLACE SE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,,402229,132014,38.855934409,-76.9743195214,940715688,
400660,129046,20106642,2020/07/26 04:00:00+00,2020/07/26 06:55:47+00,2020/07/26 08:10:34+00,800 - 899 BLOCK OF CHESAPEAKE STREET SE,HOMICIDE,GUN,MIDNIGHT,8,8E,7,706,Cluster 39,009811 2,009811,Precinct 125,,400660,129046,38.8291999166,-76.9923989368,940715689,
399878,137742,20107159,2020/07/27 15:40:07+00,2020/07/27 15:18:08+00,,300 - 385 BLOCK OF FLORIDA AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,399878,137742,38.9075372666,-77.0014065881,940715690,
399421,134508,20107246,2020/07/27 21:02:51+00,2020/07/06 12:00:17+00,2020/07/27 18:38:26+00,50 - 99 BLOCK OF K STREET SE,THEFT/OTHER,OTHERS,EVENING,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,CAPITOL RIVERFRONT,399421,134508,38.878404017,-77.0066728035,940715691,
391731,138797,20107311,2020/07/27 23:32:23+00,2020/07/25 09:20:10+00,2020/07/25 09:28:22+00,4800 - 4899 BLOCK OF U STREET NW,BURGLARY,OTHERS,EVENING,3,3D,2,205,Cluster 13,000804 2,000804,Precinct 8,,391731,138797,38.9170021703,-77.0953493699,940715692,
398273,134557,20107908,2020/07/29 03:20:35+00,2020/07/28 19:45:46+00,2020/07/28 20:35:45+00,900 - 999 BLOCK OF 6TH STREET SW,THEFT/OTHER,OTHERS,MIDNIGHT,6,6D,1,103,Cluster 9,010201 3,010201,Precinct 142,SOUTHWEST,398273,134557,38.8788439229,-77.0199032864,940715693,
401973,136243,20108147,2020/07/29 13:10:22+00,2020/07/29 03:00:09+00,2020/07/29 12:15:08+00,300 - 399 BLOCK OF 19TH STREET NE,THEFT/OTHER,OTHERS,DAY,7,7D,5,507,Cluster 25,007901 2,007901,Precinct 81,,401973,136243,38.8940315336,-76.9772567782,940715694,
404441,136006,20108489,2020/07/30 02:56:35+00,2020/07/30 00:23:36+00,2020/07/30 00:39:32+00,3826 - 3999 BLOCK OF BLAINE STREET NE,THEFT/OTHER,OTHERS,EVENING,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,,404441,136006,38.8918875471,-76.9488091145,940715695,
405836,136974,20108509,2020/07/30 01:54:53+00,2020/07/26 16:00:51+00,2020/07/27 15:00:55+00,800 - 899 BLOCK OF 48TH PLACE NE,THEFT F/AUTO,OTHERS,EVENING,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,,405836,136974,38.9005994879,-76.9327208951,940715696,
401059,135361,20108714,2020/07/30 16:07:49+00,2020/07/30 00:45:05+00,2020/07/30 14:00:11+00,1300 - 1329 BLOCK OF SOUTH CAROLINA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,DAY,6,6B,1,107,Cluster 26,006700 1,006700,Precinct 88,,401059,135361,38.8860877237,-76.9877940243,940715697,
398058,139487,20109643,2020/08/01 16:06:24+00,2020/08/01 14:45:39+00,2020/08/01 15:40:30+00,2400 - 2599 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,DAY,1,1E,3,304,Cluster 2,003500 3,003500,Precinct 37,,398058,139487,38.9232546707,-77.0223950514,940715698,
401174,130512,20114075,2020/08/10 17:07:58+00,2020/08/03 15:00:15+00,2020/08/03 16:00:56+00,1303 - 1358 BLOCK OF CONGRESS STREET SE,SEX ABUSE,OTHERS,DAY,8,8E,7,705,Cluster 38,007304 4,007304,Precinct 120,,401174,130512,38.8424057778,-76.9864768199,940715725,
396217.890000001,138008.23,20114196,2020/08/10 17:47:49+00,2020/08/10 17:10:01+00,2020/08/10 17:15:05+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,GOLDEN TRIANGLE,396217.89,138008.23,38.9099274291,-77.0436069637,940715726,
404541,136535,20090977,2020/06/21 13:28:16+00,2020/06/19 23:00:27+00,2020/06/19 23:10:28+00,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,,404541,136535,38.8966524619,-76.94765293,940715727,
397699,146051,20091003,2020/06/21 15:48:16+00,2020/06/21 15:31:24+00,2020/06/21 15:46:48+00,7600  - 7699 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,,397699,146051,38.9823840793,-77.0265570429,940715728,
401104,130427,20091109,2020/06/21 21:07:27+00,2020/06/21 20:15:28+00,2020/06/21 20:30:30+00,3400 - 3499 BLOCK OF 13TH PLACE SE,ROBBERY,GUN,EVENING,8,8E,7,705,Cluster 38,007304 4,007304,Precinct 120,,401104,130427,38.8416401504,-76.9872832787,940715729,
403992,135998,20091358,2020/06/22 08:51:44+00,2020/06/22 07:17:41+00,2020/06/22 08:51:56+00,100 - 222 BLOCK OF 35TH STREET NE,ROBBERY,GUN,MIDNIGHT,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,,403992,135998,38.8918176336,-76.9539847304,940715730,
399435,129670,20092408,2020/06/24 19:30:48+00,2020/06/24 16:50:44+00,,8 - 101 BLOCK OF HALLEY PLACE SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,8,8D,7,707,Cluster 39,009803 3,009803,Precinct 124,,399435,129670,38.8348212628,-77.0065074831,940715731,
405846,134296,20092790,2020/06/25 12:32:28+00,2020/06/25 11:24:17+00,,4600 - 4699 BLOCK OF HILLSIDE ROAD SE,THEFT/OTHER,OTHERS,DAY,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,,405846,134296,38.8764749952,-76.9326283966,940715732,
399695,130571,20092934,2020/06/25 20:20:57+00,2020/06/25 18:10:19+00,2020/06/25 18:29:08+00,3300 - 3399 BLOCK OF BROTHERS PLACE SE,ROBBERY,GUN,EVENING,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,,399695,130571,38.8429380066,-77.0035132885,940715733,
400930,135528,20178173,2020/12/16 16:23:57+00,2020/12/13 02:00:45+00,2020/12/13 04:00:39+00,1200 - 1299 BLOCK OF INDEPENDENCE AVENUE SE,THEFT/OTHER,OTHERS,DAY,6,6B,1,107,Cluster 26,006700 2,006700,Precinct 88,,400930,135528,38.8875922689,-76.9892806451,940715734,
404084,139109,20178238,2020/12/16 19:13:00+00,2020/12/16 17:27:41+00,2020/12/16 17:31:32+00,2400 - 2499 BLOCK OF MARKET STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,,404084,139109,38.9198421808,-76.9529057588,940715735,
396518,139335,20178555,2020/12/17 14:28:10+00,2020/12/16 18:00:29+00,2020/12/16 18:12:42+00,2322 - 2499 BLOCK OF ONTARIO ROAD NW,THEFT F/AUTO,OTHERS,DAY,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,,396518,139335,38.9218806533,-77.0401534852,940715736,
398607,143124,20178735,2020/12/17 23:01:21+00,2020/12/17 22:02:35+00,2020/12/17 22:18:50+00,5400  - 5499 BLOCK OF 3RD STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 57,,398607,143124,38.9560188708,-77.0160713936,940715737,
399216,128099,20178927,2020/12/18 05:30:58+00,2020/12/18 04:53:36+00,,108 - 149 BLOCK OF IRVINGTON STREET SW,THEFT/OTHER,OTHERS,MIDNIGHT,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 126,,399216,128099,38.820668792,-77.0090280632,940715738,
398269,141928,20179054,2020/12/18 15:41:00+00,2020/12/18 08:00:10+00,2020/12/18 08:05:11+00,500  - 599 BLOCK OF ALLISON STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4C,4,407,Cluster 18,002400 2,002400,Precinct 46,,398269,141928,38.9452443752,-77.0199679668,940715739,
400322,141492,20179483,2020/12/19 14:57:31+00,2020/12/18 14:00:39+00,2020/12/18 20:00:48+00,4300 - 4399 BLOCK OF VARNUM PLACE NE,THEFT/OTHER,OTHERS,DAY,5,5A,4,405,Cluster 20,009504 2,009504,Precinct 67,,400322,141492,38.9413184089,-76.9962857705,940715740,
397228,138264,20179778,2020/12/20 01:30:06+00,2020/12/19 19:19:15+00,,1618 - 1699 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,,397228,138264,38.9122352583,-77.0319616332,940715741,
395102,137853,20180502,2020/12/21 18:28:54+00,2020/12/18 23:00:57+00,2020/12/21 18:29:51+00,2700 - 2799 BLOCK OF O STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,,395102,137853,38.908523554,-77.0564718398,940715742,
399742,143428,20180780,2020/12/22 04:50:40+00,2020/12/20 04:00:57+00,2020/12/21 17:31:00+00,5680  - 5699 BLOCK OF 3RD STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399742,143428,38.958758449,-77.0029767257,940715743,
394343,145161,20180850,2020/12/22 13:12:19+00,2020/12/21 22:07:30+00,2020/12/21 22:45:32+00,6324  - 6499 BLOCK OF UTAH AVENUE NW,THEFT F/AUTO,OTHERS,DAY,4,3/4G,2,201,Cluster 10,001500 4,001500,Precinct 51,,394343,145161,38.9743515541,-77.0652830369,940715744,
404286,133055,20181021,2020/12/22 19:25:36+00,2020/12/22 16:20:50+00,2020/12/22 16:30:58+00,3821 - 3938 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT/OTHER,OTHERS,DAY,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,,404286,133055,38.8653045546,-76.9506141831,940715745,
397162,140894,20181494,2020/12/23 18:27:12+00,2020/12/23 18:22:34+00,,3523 - 3599 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,,397162,140894,38.9359269245,-77.0327334979,940715746,
398862,136989,20181570,2020/12/23 21:50:14+00,2020/12/23 02:00:44+00,2020/12/23 13:00:51+00,800 - 899 BLOCK OF NEW JERSEY AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,6,6E,1,101,Cluster 8,004702 1,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398862,136989,38.9007532495,-77.013119222,940715747,
397313,139653,20182775,2020/12/27 01:22:58+00,2020/12/26 22:42:11+00,,1300 - 1399 BLOCK OF FAIRMONT STREET NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,EVENING,1,1A,3,304,Cluster 2,003600 2,003600,Precinct 36,,397313,139653,38.9247480894,-77.0309870051,940715748,
397430,138674,20183114,2020/12/27 22:15:34+00,2020/12/24 17:00:49+00,2020/12/27 17:59:20+00,1900 - 1917 BLOCK OF 13TH STREET NW,BURGLARY,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397430,138674,38.9159292896,-77.0296340735,940715749,
397581,141846,20183126,2020/12/27 22:20:06+00,2020/12/27 20:59:31+00,,4400  - 4499 BLOCK OF IOWA AVENUE NW,ROBBERY,KNIFE,EVENING,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,,397581,141846,38.944504071,-77.0279041077,940715750,
403068,131861,20183278,2020/12/28 06:00:49+00,2020/12/28 04:26:00+00,2020/12/28 06:00:56+00,3000 - 3018 BLOCK OF GAINESVILLE STREET SE,ROBBERY,GUN,MIDNIGHT,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,,403068,131861,38.8545535933,-76.9646540219,940715751,
400930,136927,20183812,2020/12/29 13:42:39+00,2020/12/28 17:30:51+00,,1200 - 1299 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,DAY,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,,400930,136927,38.900194976,-76.9892787513,940715752,
398594,138960,20183889,2020/12/29 17:00:19+00,2020/12/13 16:07:31+00,2020/12/13 17:07:39+00,200 - 399 BLOCK OF V STREET NW,THEFT/OTHER,OTHERS,DAY,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,,398594,138960,38.918508305,-77.0162128458,940715753,
401208,133306,20184200,2020/12/30 03:56:32+00,2020/12/30 02:50:51+00,2020/12/30 03:56:40+00,1300 - 1399 BLOCK OF T STREET SE,ROBBERY,GUN,EVENING,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,,401208,133306,38.8675752799,-76.9860802701,940715754,
407003,135833,20184367,2020/12/30 15:56:48+00,2020/12/30 14:30:05+00,2020/12/30 14:40:22+00,1 - 199 BLOCK OF 57TH PLACE NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,,407003,135833,38.8903124241,-76.9192790173,940715755,
400930,136474,20171277,2020/12/02 06:21:22+00,2020/12/02 01:46:07+00,2020/12/02 03:32:57+00,1200 - 1299 BLOCK OF E STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6A,1,108,Cluster 25,008001 2,008001,Precinct 81,,400930,136474,38.8961141883,-76.9892793646,940715756,
394694,141367,20171522,2020/12/02 17:30:52+00,2020/12/02 16:44:06+00,,3900 - 3999 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,203,Cluster 12,001304 2,001304,Precinct 34,,394694,141367,38.9401764089,-77.0612030661,940715757,
396029,137018,20171595,2020/12/02 21:49:26+00,2020/12/02 13:06:25+00,2020/12/02 13:07:28+00,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,,396029,137018,38.901006259,-77.0457791014,940715758,
406145,137024,20171618,2020/12/02 21:12:14+00,2020/11/25 17:30:33+00,2020/11/25 18:30:40+00,5000 - 5099 BLOCK OF HUNT STREET NE,THEFT/OTHER,OTHERS,EVENING,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,,406145,137024,38.9010477998,-76.9291582073,940715759,
405417,137333,20172115,2020/12/03 21:53:14+00,2020/12/03 15:30:51+00,2020/12/03 17:59:53+00,1000 - 1099 BLOCK OF 45TH STREET NE,THEFT F/AUTO,OTHERS,EVENING,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,,405417,137333,38.9038361685,-76.9375484161,940715760,
395314,137490,20172743,2020/12/08 12:58:23+00,2020/12/04 20:30:39+00,2020/12/04 20:45:49+00,2500 - 2599 BLOCK OF M STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2A,2,207,Cluster 5,005503 2,005503,Precinct 4,,395314,137490,38.9052546803,-77.0540250944,940715761,
397343,137783,20172846,2020/12/05 06:43:25+00,2020/12/05 04:24:48+00,2020/12/05 05:00:05+00,1300 - 1399 BLOCK OF VERMONT AVENUE NW,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,2,2F,3,307,Cluster 7,005003 1,005003,Precinct 17,,397343,137783,38.9079026012,-77.0306338026,940715762,
397589,142968,20173160,2020/12/05 23:42:36+00,2020/12/05 22:30:58+00,2020/12/05 22:32:38+00,5300  - 5399 BLOCK OF GEORGIA AVENUE NW,ROBBERY,GUN,EVENING,4,4E,4,403,Cluster 18,002002 3,002002,Precinct 54,,397589,142968,38.9546113772,-77.0278157683,940715763,
400770,140681,20117100,2020/08/16 18:18:47+00,2020/08/16 17:53:40+00,,3600 - 3699 BLOCK OF 12TH STREET NE,THEFT/OTHER,OTHERS,DAY,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 68,,400770,140681,38.9340124027,-76.991119057,940715840,
399216,144526,20117173,2020/08/16 21:42:25+00,2020/08/16 20:21:27+00,2020/08/16 21:42:42+00,6500  - 6527 BLOCK OF NORTH CAPITOL STREET,MOTOR VEHICLE THEFT,OTHERS,EVENING,4,4B,4,406,Cluster 19,001702 2,001702,Precinct 64,,399216,144526,38.9686491955,-77.0090468095,940715841,
400685,135857,20117669,2020/08/17 22:09:59+00,2020/08/17 19:57:15+00,2020/08/17 22:10:17+00,1000 - 1099 BLOCK OF MASSACHUSETTS AVENUE NE,THEFT/OTHER,OTHERS,EVENING,6,6A,1,108,Cluster 26,008100 3,008100,Precinct 85,,400685,135857,38.8905562496,-76.9921042332,940715842,
400489,136326,20118479,2020/08/19 18:37:58+00,2020/08/16 23:00:25+00,2020/08/19 14:00:31+00,800 - 899 BLOCK OF D STREET NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,108,Cluster 25,008100 2,008100,Precinct 85,,400489,136326,38.8947813061,-76.9943631261,940715843,
399610,140102,20118738,2020/08/20 03:35:13+00,2020/08/19 19:34:26+00,2020/08/20 02:59:27+00,100 - 379 BLOCK OF MICHIGAN AVENUE NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5E,4,405,Cluster 21,002302 2,002302,Precinct 44,,399610,140102,38.9287968441,-77.0044978109,940715844,
397370,146617,20119117,2020/08/20 23:04:38+00,2020/08/18 21:00:02+00,2020/08/20 18:30:59+00,8000  - 8099 BLOCK OF EASTERN AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,,397370,146617,38.987481803,-77.0303563758,940715845,
405528,135590,20119326,2020/08/21 11:40:30+00,2020/08/21 06:00:40+00,2020/08/21 11:05:47+00,4500 - 4599 BLOCK OF B STREET SE,THEFT F/AUTO,OTHERS,DAY,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,,405528,135590,38.8881339012,-76.9362827438,940715846,
400795,132790,20119839,2020/08/22 09:25:53+00,2020/08/22 07:55:33+00,2020/08/22 08:00:10+00,1200 - 1299 BLOCK OF MORRIS ROAD SE,ROBBERY,GUN,MIDNIGHT,8,8A,7,703,Cluster 28,007407 2,007407,Precinct 119,,400795,132790,38.8629274092,-76.9908398472,940715847,
404459,136336,20119856,2020/08/22 12:09:09+00,2020/08/22 03:00:42+00,2020/08/22 11:00:27+00,3900 - 3919 BLOCK OF BENNING ROAD NE,THEFT F/AUTO,OTHERS,DAY,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,,404459,136336,38.8948602173,-76.9485994889,940715848,
399358,143853,20119872,2020/09/21 01:41:32+00,2020/08/22 12:58:00+00,2020/08/22 14:19:48+00,5900  - 5999 BLOCK OF SLIGO MILL ROAD NE,THEFT F/AUTO,OTHERS,EVENING,4,4B,4,406,Cluster 19,009505 2,009505,Precinct 64,,399358,143853,38.9625867608,-77.007407599,940715849,
401254,140767,20119984,2020/08/23 11:12:07+00,2020/08/22 18:23:56+00,2020/08/22 19:23:19+00,1400 - 1499 BLOCK OF OTIS STREET NE,THEFT/OTHER,OTHERS,DAY,5,5B,5,504,Cluster 22,009503 2,009503,Precinct 68,,401254,140767,38.9347865591,-76.985536593,940715850,
398099,138672,20120370,2020/08/23 14:17:05+00,2020/08/23 13:25:29+00,2020/08/23 14:17:15+00,1900 - 1999 BLOCK OF 7TH STREET NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,,398099,138672,38.9159129746,-77.0219199846,940715851,
399489,137576,20120579,2020/08/23 22:59:09+00,2020/08/23 22:24:44+00,2020/08/23 22:59:17+00,1200 - 1229 BLOCK OF 1ST STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,NOMA,399489,137576,38.9060417408,-77.0058914055,940715852,
401207,133236,20120779,2020/08/24 13:13:31+00,2020/08/24 10:48:18+00,2020/08/24 11:30:40+00,1300 - 1399 BLOCK OF GOOD HOPE ROAD SE,ASSAULT W/DANGEROUS WEAPON,OTHERS,DAY,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,ANACOSTIA,401207,133236,38.8669446926,-76.986091916,940715853,
397162,140182,20121689,2020/08/26 05:56:11+00,2020/08/26 04:20:54+00,2020/08/26 05:20:10+00,3100 - 3299 BLOCK OF 14TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,,397162,140182,38.9295130123,-77.0327305535,940715854,
405013,134320,20122730,2020/08/27 04:00:00+00,2020/08/28 02:14:05+00,,700 - 899 BLOCK OF RIDGE ROAD SE,HOMICIDE,GUN,MIDNIGHT,7,7E,6,605,Cluster 33,007707 1,007707,Precinct 106,,405013,134320,38.8766963401,-76.9422280384,940715855,
397575,140448,20123147,2020/08/29 02:20:04+00,2020/08/28 23:13:04+00,2020/08/28 23:52:29+00,1020 - 1099 BLOCK OF PARK ROAD NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,1,1A,3,302,Cluster 2,003100 2,003100,Precinct 38,,397575,140448,38.9319104589,-77.0279683793,940715856,
400009,129316,20123312,2020/08/29 10:09:29+00,2020/08/29 08:31:12+00,2020/08/29 10:09:38+00,400 - 443 BLOCK OF CONDON TERRACE SE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,,400009,129316,38.8316324493,-76.9998963456,940715857,
402258,132857,20148892,2020/10/18 05:37:36+00,2020/10/18 02:45:41+00,2020/10/18 03:44:43+00,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,,402258,132857,38.8635284338,-76.9739826422,940715858,
396967,135333,20149059,2020/10/18 15:34:37+00,2020/10/17 16:00:22+00,2020/10/17 19:00:33+00,1500 - 1698 BLOCK OF MAINE AVENUE SW,THEFT F/AUTO,OTHERS,DAY,2,2A,2,207,Cluster 45,980000 1,980000,Precinct 129,,396967,135333,38.8858308953,-77.0349580661,940715859,
402007,137094,20149483,2020/10/19 12:46:55+00,2020/10/16 23:30:15+00,2020/10/18 22:00:25+00,1800 - 1899 BLOCK OF I STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,,402007,137094,38.9016975724,-76.9768623661,940715860,
397431,138088,20150784,2020/10/21 20:17:28+00,2020/10/21 18:00:48+00,2020/10/21 20:17:51+00,1500 - 1599 BLOCK OF 13TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,,397431,138088,38.9106504074,-77.0296203503,940715861,
396219,139652,20150862,2020/10/21 21:14:15+00,2020/10/21 14:30:29+00,2020/10/21 15:30:36+00,1800 - 1899 BLOCK OF ONTARIO PLACE NW,THEFT F/AUTO,OTHERS,EVENING,1,1C,3,303,Cluster 1,003902 2,003902,Precinct 35,,396219,139652,38.9247350549,-77.0436032181,940715862,
396539,141554,20151240,2020/10/22 15:01:29+00,2020/10/22 13:30:00+00,2020/10/22 13:35:40+00,1700  - 1799 BLOCK OF UPSHUR STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 47,,396539,141554,38.9418701645,-77.0399225095,940715863,
400233,136927,20151505,2020/10/23 07:02:55+00,2020/10/22 23:42:55+00,2020/10/23 00:03:32+00,600 - 699 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400233,136927,38.9001954371,-76.9973139237,940715864,
397830,140337,20152458,2020/10/25 02:36:05+00,2020/10/24 20:38:14+00,2020/10/24 21:05:14+00,700 - 999 BLOCK OF LAMONT STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,,397830,140337,38.9309112037,-77.0250270237,940715865,
398186,137185,20152852,2020/10/25 18:25:58+00,2020/10/25 17:00:17+00,2020/10/25 17:10:27+00,600 - 699 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,DAY,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,MOUNT VERNON TRIANGLE CID,398186,137185,38.9025177521,-77.0209128801,940715866,
399852,143321,20153020,2020/10/26 00:49:07+00,2020/10/25 22:47:04+00,2020/10/25 23:05:23+00,300  - 399 BLOCK OF RIGGS ROAD NE,THEFT/OTHER,OTHERS,EVENING,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399852,143321,38.9577945906,-77.001707556,940715867,
406835,136726,20114008,2020/08/10 09:03:10+00,2020/08/10 08:28:49+00,2020/08/10 09:13:43+00,5500 - 5599 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,,406835,136726,38.8983582155,-76.9212066056,940715895,
405551,137507,20114026,2020/08/10 11:11:18+00,2020/08/09 06:00:37+00,2020/08/09 14:00:59+00,1100 - 1199 BLOCK OF 46TH STREET NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,,405551,137507,38.9054027851,-76.9360021492,940715896,
407656,136279,20114067,2020/08/10 14:21:49+00,2020/08/09 16:01:00+00,,6200 - 6299 BLOCK OF DIX STREET NE,THEFT/OTHER,OTHERS,DAY,7,7C,6,608,Cluster 31,007808 2,007808,Precinct 96,,407656,136279,38.8943247115,-76.9117471632,940715897,
396378,139491,20114696,2020/08/11 17:30:46+00,2020/08/07 19:00:52+00,2020/08/07 19:10:54+00,1761 - 1780 BLOCK OF COLUMBIA ROAD NW,THEFT/OTHER,OTHERS,DAY,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396378,139491,38.9232853854,-77.0417687503,940715898,
