X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
397115,137977,20044418,2020/03/13 04:10:21+00,2020/03/13 03:28:04+00,2020/03/13 03:35:07+00,1400 - 1499 BLOCK OF P STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,,397115,137977,38.9096495011,-77.0332633366,941004948,
397226,136542,20024857,2020/02/10 18:00:34+00,2020/02/10 14:15:08+00,2020/02/10 14:51:03+00,500 - 599 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,DOWNTOWN,397226,136542,38.8967228722,-77.0319777385,941004956,
396217.890000001,138008.23,20011273,2020/01/19 15:46:58+00,2020/01/19 07:00:17+00,2020/01/19 07:30:19+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,GOLDEN TRIANGLE,396217.89,138008.23,38.9099274291,-77.0436069637,941004958,
404978,135951,20030851,2020/02/20 14:53:37+00,2020/02/20 13:50:28+00,2020/02/20 14:53:52+00,2 - 199 BLOCK OF 42ND STREET NE,ROBBERY,OTHERS,DAY,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,,404978,135951,38.89138921,-76.9426195786,941004962,
396975,144326,20004878,2020/01/09 11:28:26+00,2020/01/09 00:00:54+00,2020/01/09 11:00:57+00,1401  - 1599 BLOCK OF SOMERSET PLACE NW,THEFT F/AUTO,OTHERS,MIDNIGHT,4,4A,4,402,Cluster 17,001803 3,001803,Precinct 60,,396975,144326,38.9668426872,-77.0349054919,941004965,
396217,138008,20032894,2020/02/23 22:19:27+00,2020/02/23 20:22:53+00,2020/02/23 21:41:26+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,GOLDEN TRIANGLE,396217,138008,38.9099253533,-77.043617224,941004966,
394335,142159,20103671,2020/07/19 19:32:31+00,2020/07/17 20:00:23+00,2020/07/17 20:52:35+00,4400 - 4499 BLOCK OF CONNECTICUT AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,3,3F,2,203,Cluster 12,001200 3,001200,Precinct 33,,394335,142159,38.9473087274,-77.0653505583,941004971,
400435,134906,20134385,2020/09/20 16:21:59+00,2020/09/19 23:30:20+00,2020/09/20 00:00:22+00,500 - 699 BLOCK OF 8TH STREET SE,THEFT/OTHER,OTHERS,DAY,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,CAPITOL HILL,400435,134906,38.8819894392,-76.9949865019,941004974,
396284,139460,20042424,2020/03/10 03:51:49+00,2020/03/10 03:06:13+00,,1800 - 1899 BLOCK OF ADAMS MILL ROAD NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,ADAMS MORGAN,396284,139460,38.923005735,-77.0428525863,941004975,
400544,138310,20124010,2020/08/30 21:16:51+00,2020/08/25 16:00:06+00,2020/08/25 16:15:37+00,400 - 1229 BLOCK OF NEW YORK AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,5,5D,5,505,Cluster 21,009102 4,009102,Precinct 76,,400544,138310,38.9126538449,-76.9937275504,941004977,
397564,137457,20157086,2020/11/03 08:11:27+00,2020/10/27 21:35:00+00,2020/10/31 01:00:40+00,1108 - 1199 BLOCK OF 12TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,3,307,Cluster 8,005004 3,005004,Precinct 17,,397564,137457,38.9049665202,-77.0280846335,941004978,
398814,138057,20117055,2020/08/16 17:28:26+00,2020/08/16 01:00:24+00,2020/08/16 04:30:27+00,100 - 299 BLOCK OF BATES STREET NW,THEFT F/AUTO,OTHERS,DAY,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,,398814,138057,38.9103741032,-77.0136744254,941004981,
397171,137408,20049273,2020/03/22 01:37:53+00,2020/03/22 01:04:34+00,2020/03/22 01:29:54+00,1100 - 1199 BLOCK OF VERMONT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,DOWNTOWN,397171,137408,38.904523934,-77.0326153266,941004984,
399213.659999996,137478.75,20049611,2020/03/23 01:06:27+00,2020/03/21 18:00:38+00,2020/03/21 19:00:46+00,1120 - 1199 BLOCK OF NORTH CAPITOL STREET,THEFT F/AUTO,OTHERS,EVENING,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,,399213.66,137478.75,38.9051654756,-77.0090657356,941004985,
400770,140681,20092528,2020/06/24 22:26:48+00,2020/06/24 21:30:02+00,2020/06/24 21:35:13+00,3600 - 3699 BLOCK OF 12TH STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 68,,400770,140681,38.9340124027,-76.991119057,941004991,
403731,132306,20113327,2020/08/09 02:26:21+00,2020/08/08 22:24:20+00,2020/08/09 00:25:51+00,2500 - 2609 BLOCK OF 34TH STREET SE,THEFT F/AUTO,OTHERS,EVENING,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,,403731,132306,38.85855978,-76.957013283,941004992,
397831,137105,20010709,2020/01/18 14:31:43+00,2020/01/18 01:00:13+00,2020/01/18 14:03:46+00,900 - 999 BLOCK OF NEW YORK AVENUE NW,THEFT F/AUTO,OTHERS,DAY,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397831,137105,38.9017962795,-77.0250052802,941004995,
396108,138527,20004558,2020/01/09 03:36:41+00,2020/01/04 07:00:27+00,2020/01/08 21:47:23+00,1800 - 1899 BLOCK OF 20TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2B,2,208,Cluster 6,004202 2,004202,Precinct 14,DUPONT CIRCLE,396108,138527,38.9146002045,-77.0448769134,941004996,
398165,144596,20091406,2020/06/22 13:27:50+00,2020/06/22 12:44:10+00,,6500  - 6599 BLOCK OF 6TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,,398165,144596,38.9692782052,-77.0211747985,941005016,
398476,136882,20000417,2020/01/01 19:05:17+00,2020/01/01 17:41:29+00,2020/01/01 19:05:35+00,400 - 499 BLOCK OF H STREET NW,ROBBERY,OTHERS,DAY,6,6E,1,101,Cluster 8,005900 2,005900,Precinct 143,DOWNTOWN,398476,136882,38.8997887708,-77.017568914,941005017,
399409,142466,20085629,2020/06/10 00:35:02+00,2020/06/07 00:00:29+00,2020/06/09 18:35:31+00,4800 - 4999 BLOCK OF FORT TOTTEN DRIVE NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,,399409,142466,38.9500923356,-77.0068179497,941005036,
406576,134870,20139144,2020/09/29 18:14:30+00,2020/09/29 16:30:59+00,2020/09/29 16:40:38+00,5400 - 5599 BLOCK OF E STREET SE,THEFT F/AUTO,OTHERS,DAY,7,7E,6,604,Cluster 33,009905 2,009905,Precinct 105,,406576,134870,38.881640654,-76.9242101011,941005039,
397083,140096,20122799,2020/08/28 07:26:17+00,2020/08/28 06:43:54+00,2020/08/28 07:15:27+00,1400 - 1451 BLOCK OF IRVING STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,,397083,140096,38.928738039,-77.0336412921,941005040,
396929,140085,20124896,2020/09/01 17:44:41+00,2020/09/01 16:30:24+00,2020/09/01 17:44:52+00,1452 - 1499 BLOCK OF IRVING STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,,396929,140085,38.9286384228,-77.0354173,941005041,
398834,137094,20090276,2020/06/19 21:12:40+00,2020/06/15 14:00:55+00,2020/06/17 20:00:03+00,900 - 949 BLOCK OF NEW JERSEY AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,,398834,137094,38.9016990903,-77.0134421931,941005043,
397329,138305,20160427,2020/11/12 18:21:31+00,2020/11/09 18:29:46+00,2020/11/09 19:16:02+00,1300 - 1399 BLOCK OF R STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,,397329,138305,38.9126049129,-77.0307972456,941005044,
397837,136946,20122515,2020/08/28 12:57:22+00,2020/08/27 16:59:34+00,2020/08/27 17:04:12+00,900 - 999 BLOCK OF PALMER ALLEY NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397837,136946,38.9003639656,-77.0249356086,941005283,
393172,141835,20124196,2020/08/31 04:48:11+00,2020/08/28 18:00:19+00,2020/08/31 01:40:01+00,4200 - 4299 BLOCK OF 40TH STREET NW,BURGLARY,OTHERS,MIDNIGHT,3,3A,2,202,Cluster 11,001002 2,001002,Precinct 30,,393172,141835,38.9443817755,-77.0787635144,941005284,
399688,128741,20128696,2020/09/09 00:30:35+00,2020/09/06 01:30:49+00,2020/09/08 20:00:31+00,4180 - 4530 BLOCK OF LIVINGSTON ROAD SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 125,,399688,128741,38.8264525261,-77.0035930916,941005285,
398809,134827,20095168,2020/07/01 01:08:19+00,2020/06/30 19:42:23+00,2020/06/30 20:36:34+00,1 - 299 BLOCK OF G STREET SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,SOUTHWEST,398809,134827,38.8812770775,-77.013726475,941005288,
405126,136549,20096822,2020/07/04 16:56:34+00,2020/07/04 10:20:58+00,2020/07/04 10:36:10+00,4200 - 4399 BLOCK OF EDSON PLACE NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,602,Cluster 30,007803 4,007803,Precinct 99,,405126,136549,38.8967753625,-76.9409091506,941005289,
401872,136822,20097719,2020/07/06 18:08:02+00,2020/07/06 17:04:35+00,,1700 - 1799 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,DAY,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,,401872,136822,38.899247597,-76.9784194504,941005290,
394786,141454,20177558,2020/12/15 14:06:17+00,2020/12/14 14:00:30+00,2020/12/14 18:30:38+00,2900 - 2999 BLOCK OF TILDEN STREET NW,THEFT F/AUTO,OTHERS,DAY,3,3F,2,203,Cluster 12,001303 3,001303,Precinct 34,,394786,141454,38.9409606808,-77.0601425361,941005389,
396167,136956,20000686,2020/01/02 05:27:31+00,2020/01/02 01:31:38+00,2020/01/02 03:13:42+00,1900 - 1999 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,,396167,136956,38.9004483535,-77.0441878426,941005392,
397969,140269,20169990,2020/11/29 14:25:23+00,2020/11/28 21:00:42+00,2020/11/29 00:16:53+00,3200 - 3218 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,DAY,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,,397969,140269,38.9302989711,-77.023423709,941005393,
399216,144197,20132185,2020/09/15 23:37:05+00,2020/09/15 22:44:07+00,2020/09/15 23:12:22+00,6100  - 6299 BLOCK OF NORTH CAPITOL STREET,MOTOR VEHICLE THEFT,OTHERS,EVENING,4,4B,4,406,Cluster 19,001702 2,001702,Precinct 64,,399216,144197,38.9656854833,-77.0090464333,941005398,
396275,139402,20007873,2020/01/14 03:07:03+00,2020/01/14 01:16:51+00,2020/01/14 02:44:53+00,1800 - 1810 BLOCK OF COLUMBIA ROAD NW,THEFT/OTHER,OTHERS,EVENING,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,ADAMS MORGAN,396275,139402,38.9224832144,-77.0429560588,941005400,
402595,132803,20011088,2020/01/19 04:35:56+00,2020/01/18 17:00:54+00,2020/01/19 02:30:09+00,2585 - 2649 BLOCK OF NAYLOR ROAD SE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,8,8A,6,606,Cluster 35,007605 4,007605,Precinct 134,,402595,132803,38.8630410496,-76.9700998305,941005401,
397103,144524,20170977,2020/12/01 17:08:38+00,2020/11/25 18:51:51+00,,6421  - 6499 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,4,4A,4,402,Cluster 17,001804 1,001804,Precinct 61,,397103,144524,38.9686267507,-77.0334293359,941005409,
397154,136928,20171535,2020/12/03 10:16:11+00,2020/11/29 01:00:47+00,2020/11/29 22:00:02+00,1400 - 1499 BLOCK OF H STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 129,DOWNTOWN,397154,136928,38.9001998692,-77.0328093294,941005410,
405836,136773,20180247,2020/12/21 02:34:48+00,2020/12/21 02:05:54+00,,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,THEFT/OTHER,OTHERS,EVENING,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 98,,405836,136773,38.8987888082,-76.9327226028,941005411,
394049,140572,20184993,2020/12/31 21:38:42+00,2020/12/31 18:45:02+00,2020/12/31 18:47:57+00,3200 - 3299 BLOCK OF 35TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,3,3C,2,204,Cluster 15,000600 3,000600,Precinct 27,,394049,140572,38.9330106821,-77.068636044,941005760,
400331,135045,20185026,2021/01/01 01:15:52+00,2020/12/31 22:00:52+00,2020/12/31 22:10:54+00,400 - 499 BLOCK OF 7TH STREET SE,THEFT F/AUTO,OTHERS,EVENING,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,CAPITOL HILL,400331,135045,38.8832416501,-76.9961850644,941005761,
395291,139866,20052264,2020/03/29 13:26:21+00,2020/03/29 11:30:31+00,2020/03/29 11:50:38+00,2600 - 2699 BLOCK OF GARFIELD STREET NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,204,Cluster 15,000502 1,000502,Precinct 26,,395291,139866,38.9266583512,-77.0543065581,941005785,
403320,133558,20015880,2020/01/27 04:20:02+00,2020/01/26 23:42:57+00,2020/01/27 01:05:02+00,3100 - 3199 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,,403320,133558,38.8698399613,-76.9617425737,941005786,
401625,137849,20092757,2020/06/25 09:21:33+00,2020/06/25 09:00:07+00,2020/06/25 09:15:16+00,1300 - 1499 BLOCK OF MOUNT OLIVET ROAD NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,,401625,137849,38.9084996658,-76.9812644541,941005787,
401410,137034,20030909,2020/02/20 17:57:25+00,2020/02/20 16:10:31+00,,1400 - 1499 BLOCK OF MORSE STREET NE,ROBBERY,OTHERS,DAY,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,,401410,137034,38.9011582314,-76.9837449841,941005789,
398640,137052,20094688,2020/06/29 21:18:18+00,2020/06/27 05:00:22+00,2020/06/27 20:00:30+00,300 - 399 BLOCK OF I STREET NW,THEFT F/AUTO,OTHERS,EVENING,6,6E,1,101,Cluster 8,004702 2,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398640,137052,38.9013204606,-77.0156786326,941005790,
398532,137185,20064731,2020/04/29 00:50:15+00,2020/04/28 21:22:54+00,2020/04/28 22:00:50+00,400 - 443 BLOCK OF K STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6E,1,101,Cluster 8,004702 3,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398532,137185,38.9025183981,-77.0169239847,941005793,
400594,139371,20155408,2020/10/30 22:25:34+00,2020/10/30 21:15:43+00,2020/10/30 21:45:44+00,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400594,139371,38.9222116506,-76.9931501206,941005796,
398185,136884,20157380,2020/11/03 20:43:43+00,2020/11/03 19:20:06+00,2020/11/03 20:43:53+00,600 - 699 BLOCK OF H STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398185,136884,38.8998062348,-77.0209236133,941005797,
397122,139623,20157464,2020/11/04 01:38:16+00,2020/11/03 21:51:58+00,,1400 - 1499 BLOCK OF FAIRMONT STREET NW,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,,397122,139623,38.9244772351,-77.0331895281,941005798,
397068,140306,20082296,2020/06/03 16:16:20+00,2020/06/02 01:00:40+00,2020/06/02 13:45:49+00,1400 - 1499 BLOCK OF PARK ROAD NW,THEFT F/AUTO,OTHERS,DAY,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397068,140306,38.9306297339,-77.0338151818,941005799,
399347,141766,20096730,2020/07/04 11:38:56+00,2020/07/04 10:24:22+00,2020/07/04 11:39:11+00,4400 - 4499 BLOCK OF CLERMONT DRIVE NE,ROBBERY,GUN,DAY,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,,399347,141766,38.9437864959,-77.0075325336,941006039,
397497,138916,20099806,2020/07/11 07:39:34+00,2020/07/11 06:15:58+00,2020/07/11 06:20:45+00,1200 - 1299 BLOCK OF V STREET NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,,397497,138916,38.9181094988,-77.0288623944,941006040,
396634,141731,20100013,2020/07/11 21:56:36+00,2020/07/06 22:00:57+00,2020/07/07 15:30:11+00,4300  - 4399 BLOCK OF 17TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4E,4,404,Cluster 18,002600 2,002600,Precinct 48,,396634,141731,38.9434650003,-77.0388275564,941006041,
402913,131913,20018284,2020/01/31 04:29:49+00,2020/01/30 15:00:46+00,2020/01/30 21:00:56+00,2841 - 2999 BLOCK OF GAINESVILLE STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,,402913,131913,38.8550225586,-76.9664395337,941006048,
398133,142041,20171578,2020/12/02 20:08:05+00,2020/11/16 04:00:32+00,2020/11/16 05:00:41+00,600  - 699 BLOCK OF BUCHANAN STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4C,4,407,Cluster 18,002400 2,002400,Precinct 46,,398133,142041,38.9462620325,-77.0215371036,941006049,
402530,136674,20024250,2020/02/09 13:38:02+00,2020/02/09 12:15:30+00,2020/02/09 12:33:46+00,2500 - 2598 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,DAY,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,,402530,136674,38.8979127122,-76.970834525,941006056,
398500,141960,20033636,2020/02/24 23:49:11+00,2020/02/24 21:40:34+00,2020/02/24 21:50:29+00,4500  - 4509 BLOCK OF 4TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 46,,398500,141960,38.9455330651,-77.0173033342,941006087,
399843,130413,20048444,2020/03/20 09:43:31+00,2020/03/20 03:30:54+00,2020/03/20 04:08:40+00,200 - 399 BLOCK OF SAVANNAH STREET SE,ROBBERY,GUN,MIDNIGHT,8,8C,7,707,Cluster 39,009803 1,009803,Precinct 122,,399843,130413,38.8415147108,-77.0018084436,941006088,
400846,134967,20052063,2020/03/29 01:06:18+00,2020/03/28 22:40:47+00,2020/03/28 22:45:05+00,500 - 503 BLOCK OF 12TH STREET SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,,400846,134967,38.8825386514,-76.9902495356,941006089,
395035,140331,20400842,2020/06/24 17:19:20+00,2020/06/22 12:00:00+00,2020/06/22 21:00:00+00,2700 - 2799 BLOCK OF CORTLAND PLACE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,204,Cluster 15,000502 2,000502,Precinct 26,,395035,140331,38.9308458058,-77.057262242,941006090,
392886,142856,20118813,2020/08/20 08:38:54+00,2020/08/20 06:55:24+00,2020/08/20 06:56:05+00,4900 - 4909 BLOCK OF WISCONSIN AVENUE NW,BURGLARY,OTHERS,MIDNIGHT,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,,392886,142856,38.9535769523,-77.0820732175,941006096,
396578,137120,20056166,2020/04/08 01:00:22+00,2020/04/08 00:50:58+00,2020/04/08 01:02:02+00,900 - 999 BLOCK OF 17TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396578,137120,38.9019274199,-77.039450543,941006097,
